A	94	144245	391667	4004759	
A	95	12	26	38	
A	95	146579	396376	4032533	
A	96	12	26	38	
A	96	148427	399671	3980270	
A	97	12	26	38	
A	97	150692	403764	3973065	
A	98	12	26	38	
A	98	151786	405555	3961400	
A	99	12	26	38	
A	99	148620	398436	3890961	
A	100	12	26	38	
A	100	156416	413790	3898062	
A	101	12	26	38	
A	101	156810	416286	3931738	
A	102	12	26	38	
A	102	151714	404849	3916584	
A	103	12	26	38	
A	103	155626	411103	3963211	
A	104	12	26	38	
A	104	162298	423140	4013459	
A	105	12	26	38	
A	105	165023	426890	3993016	
A	106	12	26	38	
A	106	167077	431329	4018638	
A	107	12	26	38	
A	107	165730	428586	4033042	
A	108	12	26	38	
A	108	171373	438568	3978518	
A	109	12	26	38	
A	109	183707	458743	3964989	
A	110	12	26	38	
A	110	186284	460094	3957348	
A	111	12	26	38	
A	111	184022	451459	3906928	
A	112	12	26	38	
A	112	182283	450131	3925204	
A	113	12	26	38	
A	113	182985	454860	3963379	
A	114	12	26	38	
A	114	182181	455276	3959961	
A	115	12	26	38	
A	115	188789	468055	4004536	
A	116	12	26	38	
A	116	195037	480337	4052829	
A	117	12	26	38	
A	117	197951	486049	4034773	
A	118	12	26	38	
A	118	210749	507867	4036038	
A	119	12	26	38	
A	119	218876	518130	4020339	
A	120	12	26	38	
A	120	224521	522229	3936740	
A	121	12	26	38	
A	121	224455	518372	3907455	
A	122	12	26	38	
A	122	218439	508680	3895959	
A	123	12	26	38	
A	123	204565	485334	3863706	
A	124	12	26	38	
A	124	203204	489349	3910856	
A	125	12	26	38	
A	125	205276	494806	3961635	
A	126	12	26	38	
A	126	217892	520418	3966985	
A	127	12	26	38	
A	127	229758	542287	3994252	
A	128	12	26	38	
A	128	236811	552907	4005636	
A	129	12	26	38	
A	129	259644	588294	3946656	
A	130	12	26	38	
A	130	257206	578677	3911025	
A	131	12	26	38	
A	131	243793	551590	3869956	
A	132	12	26	38	
A	132	241167	545878	3798871	
A	133	12	26	38	
A	133	229880	529463	3794470	
A	134	12	26	38	
A	134	220672	519903	3826061	
A	135	12	26	38	
A	135	224778	527929	3837383	
A	136	12	26	38	
A	136	237337	552112	3883058	
A	137	12	26	38	
A	137	260430	593616	3926758	
A	138	12	26	38	
A	138	282748	630904	3907218	
A	139	12	26	38	
A	139	277144	619491	3895499	
A	140	12	26	38	
A	140	275515	612855	3857629	
A	141	12	26	38	
A	141	275141	608038	3768911	
A	142	12	26	38	
A	142	275089	605164	3721408	
A	143	12	26	38	
A	143	256720	573724	3705172	
A	144	12	26	38	
A	144	242814	554974	3678399	
A	145	12	26	38	
A	145	243948	562610	3717483	
A	146	12	26	38	
A	146	254110	581005	3772219	
A	147	12	26	38	
A	147	255208	582924	3783314	
A	148	12	26	38	
A	148	274087	616868	3811402	
A	149	12	26	38	
A	149	292401	646298	3805385	
A	150	12	26	38	
A	150	323672	703753	3730302	
T	0	12	26	38	
T	0	42681	116527	1526231	
T	1	12	26	38	
T	1	117736	308899	5211537	
T	2	12	26	38	
T	2	129786	340462	4808902	
T	3	12	26	38	
T	3	157144	422106	6101945	
T	4	12	26	38	
T	4	135331	369851	5624710	
T	5	12	26	38	
T	5	58574	159011	2522754	
T	6	12	26	38	
T	6	100737	264588	3534427	
T	7	12	26	38	
T	7	83072	219435	3088074	
T	8	12	26	38	
T	8	89899	236197	3238410	
T	9	12	26	38	
T	9	151402	407378	5476194	
T	10	12	26	38	
T	10	79946	220615	3550771	
T	11	12	26	38	
T	11	137187	365453	4842553	
T	12	12	26	38	
T	12	103099	279836	4117850	
T	13	12	26	38	
T	13	113255	296875	3958687	
T	14	12	26	38	
